Sr. No.,Date,Exhibition Id,Visitor Id,Products,Payment Mode,Amount
1858,16/Dec/2019,KOL12019,KOL1913743,Salwar,Credit Card,500
1859,15/Dec/2019,KOL12019,KOL1924216,Salwar,Cash,1
1860,15/Dec/2019,KOL12019,KOL1948574,Salwar,Cash,5000
1861,14/Dec/2019,KOL12019,KOL1962541,Salwar,Cash,4000
1862,14/Dec/2019,KOL12019,KOL1948574,Salwar,Cash,5000
1863,25/Dec/2019,KOL12019,KOL1935336,Saree,Cash,11000
1864,25/Dec/2019,KOL12019,KOL1962214,Saree,Cash,6300
1865,25/Dec/2019,KOL12019,KOL1918224,Saree,Cash,5500
1866,25/Dec/2019,KOL12019,KOL1911217,Saree,Cash,5216
1867,25/Dec/2019,KOL12019,KOL1975252,Saree,Cash,1000
1868,25/Dec/2019,KOL12019,KOL1927421,Saree,Cash,5400
1869,25/Dec/2019,KOL12019,KOL1840641,Saree,Cash,600
1870,24/Dec/2019,KOL12019,KOL1838227,Saree,Cash,5500
1871,24/Dec/2019,KOL12019,KOL1945323,Saree,Cash,3400
1872,24/Dec/2019,KOL12019,KOL1984722,Saree,Cash,5000
1873,23/Dec/2019,KOL12019,KOL1914735,Saree,Cash,2000
1874,23/Dec/2019,KOL12019,KOL1976582,Saree,Credit Card,1800
1875,23/Dec/2019,KOL12019,KOL1965342,Saree,Cash,3800
1876,23/Dec/2019,KOL12019,KOL1926588,Saree,Cash,11000
1877,22/Dec/2019,KOL12019,KOL1982788,Saree,Cash,2800
1878,22/Dec/2019,KOL12019,KOL1838227,Saree,Cash,5000
1879,22/Dec/2019,KOL12019,KOL1977136,Saree,Cash,6000
1880,22/Dec/2019,KOL12019,KOL1941671,Saree,Cash,36000
1881,21/Dec/2019,KOL12019,KOL1943715,Saree,Cash,60000
1882,21/Dec/2019,KOL12019,KOL1958557,Saree,Cash,4000
1883,21/Dec/2019,KOL12019,KOL1937811,Saree,Cash,30400
1884,21/Dec/2019,KOL12019,KOL1982465,Saree,Cash,28000
1885,20/Dec/2019,KOL12019,KOL1962271,Saree,Cash,26000
1886,20/Dec/2019,KOL12019,KOL1915262,Saree,Cash,9200
1887,19/Dec/2019,KOL12019,KOL1975643,Saree,Cash,4000
1888,18/Dec/2019,KOL12019,KOL1976538,Saree,Cash,9060
1889,18/Dec/2019,KOL12019,KOL1935466,Saree,Cash,2200
1890,18/Dec/2019,KOL12019,KOL1954744,Saree,Cash,5000
1891,17/Dec/2019,KOL12019,KOL1915412,Saree,Credit Card,6750
1892,16/Dec/2019,KOL12019,KOL1921114,Saree,Cash,1000
1893,15/Dec/2019,KOL12019,KOL1941557,Saree,Cash,5000
1894,15/Dec/2019,KOL12019,KOL1867377,Saree,Cash,5000
1895,15/Dec/2019,KOL12019,KOL1988831,Saree,Cash,1000
1896,15/Dec/2019,KOL12019,KOL1941557,Saree,Cash,5000
1897,15/Dec/2019,KOL12019,KOL1867377,Saree,Cash,5000
1898,14/Dec/2019,KOL12019,KOL1914166,Saree,Cash,2550
1899,13/Dec/2019,KOL12019,AHE1915828,Saree,Cash,1
1900,13/Dec/2019,KOL12019,KOL1983367,Saree,Cash,5296
1901,19/Dec/2019,KOL12019,KOL1947647,"Saree,Duppatta",Cash,750
1902,24/Dec/2019,KOL12019,KOL1931541,"Saree,kurti",Cash,5600
1903,13/Dec/2019,KOL12019,AHE1915828,"Saree,kurti",Cash,1
1904,25/Dec/2019,KOL12019,KOL1945212,Scarf,Cash,224
1905,23/Dec/2019,KOL12019,KOL1976156,"Scarf, Gloves, Handband",Cash,250
1906,25/Dec/2019,KOL12019,KOL1932866,"scarfs,Suits,Kurta",Cash,2300
1907,15/Dec/2019,KOL12019,KOL1917421,"scarfs,Suits,Kurta",Cash,3800
1908,25/Dec/2019,KOL12019,KOL1966328,"scarfs,Suits,Kurta,Saree,kurti,Shirts",Cash,5800
1909,22/Dec/2019,KOL12019,KOL1962426,Shawl,Cash,45
1910,19/Dec/2019,KOL12019,KOL1921356,Shawl,Credit Card,840
1911,13/Dec/2019,KOL12019,KOL1977462,Shawl,Cash,950
1912,25/Dec/2019,KOL12019,PAT2068184,"Shawl,Scarf",Cash,5500
1913,25/Dec/2019,KOL12019,KOL1947177,shoe rack,Cash,6100
1914,25/Dec/2019,KOL12019,KOL1941414,shoe rack,Cash,4300
1915,25/Dec/2019,KOL12019,KOL1961585,shoe rack,Cash,6500
1916,15/Dec/2019,KOL12019,KOL1974543,Shoes,Cash,3050
1917,15/Dec/2019,KOL12019,KOL1938567,Shoes,Cash,200
1918,15/Dec/2019,KOL12019,KOL1952271,Shoes,Cash,1500
1919,25/Dec/2019,KOL12019,KOL1941317,Sofa cum bed,Cash,10000
1920,25/Dec/2019,KOL12019,KOL1935287,Sofa cum bed,Credit Card,32500
1921,25/Dec/2019,KOL12019,KOL1982718,Sofa cum bed,Cash,9800
1922,25/Dec/2019,KOL12019,KOL1967653,Sofa cum bed,Cash,21232
1923,25/Dec/2019,KOL12019,KOL1922467,Sofa cum bed,Cash,5000
1924,25/Dec/2019,KOL12019,KOL1951512,Sofa cum bed,Credit Card,46185
1925,25/Dec/2019,KOL12019,KOL1923827,Sofa cum bed,Cash,10000
1926,24/Dec/2019,KOL12019,KOL1933515,Sofa cum bed,Cash,30000
1927,24/Dec/2019,KOL12019,KOL1981322,Sofa cum bed,Credit Card,86084
1928,24/Dec/2019,KOL12019,KOL1953723,Sofa cum bed,Credit Card,3000
1929,24/Dec/2019,KOL12019,KOL1933686,Sofa cum bed,Cash,28000
1930,24/Dec/2019,KOL12019,KOL1933515,Sofa cum bed,Cash,30000
1931,23/Dec/2019,KOL12019,KOL1945831,Sofa cum bed,Cash,1000
1932,23/Dec/2019,KOL12019,KOL1923471,Sofa cum bed,Cash,10000
1933,23/Dec/2019,KOL12019,KOL1967816,Sofa cum bed,Cash,1000
1934,23/Dec/2019,KOL12019,KOL1947634,Sofa cum bed,Cash,43774
1935,23/Dec/2019,KOL12019,KOL1974474,Sofa cum bed,Cash,10000
1936,23/Dec/2019,KOL12019,KOL1967816,Sofa cum bed,Cash,9000
1937,23/Dec/2019,KOL12019,KOL1924216,Sofa cum bed,Cash,9700
1938,23/Dec/2019,KOL12019,KOL1945831,Sofa cum bed,Cash,9000
1939,22/Dec/2019,KOL12019,KOL1927287,Sofa cum bed,Cash,6800
1940,22/Dec/2019,KOL12019,KOL1984241,Sofa cum bed,Cash,28000
1941,22/Dec/2019,KOL12019,KOL1977331,Sofa cum bed,Cash,48500
1942,22/Dec/2019,KOL12019,KOL1918785,Sofa cum bed,Cash,26500
1943,22/Dec/2019,KOL12019,KOL1925555,Sofa cum bed,Cash,28464
1944,22/Dec/2019,KOL12019,KOL1951674,Sofa cum bed,Cash,111000
1945,22/Dec/2019,KOL12019,KOL1110324,Sofa cum bed,Cash,12965
1946,22/Dec/2019,KOL12019,KOL1957837,Sofa cum bed,Cash,26000
1947,22/Dec/2019,KOL12019,KOL1943627,Sofa cum bed,Cash,6500
1948,21/Dec/2019,KOL12019,KOL1946886,Sofa cum bed,Cash,30500
1949,21/Dec/2019,KOL12019,KOL1981182,Sofa cum bed,Cash,15000
1950,20/Dec/2019,KOL12019,KOL1943882,Sofa cum bed,Cash,31500
1951,20/Dec/2019,KOL12019,KOL1985566,Sofa cum bed,Cash,31500
1952,20/Dec/2019,KOL12019,KOL1965423,Sofa cum bed,Cash,10000
1953,19/Dec/2019,KOL12019,KOL1984838,Sofa cum bed,Cash,5000
1954,19/Dec/2019,KOL12019,KOL1964353,Sofa cum bed,Cash,6000
1955,18/Dec/2019,KOL12019,KOL1946346,Sofa cum bed,Cash,133893
1956,18/Dec/2019,KOL12019,KOL1836235,Sofa cum bed,Cash,45587
1957,17/Dec/2019,KOL12019,KOL1986782,Sofa cum bed,Cash,15000
1958,16/Dec/2019,KOL12019,KOL1952415,Sofa cum bed,Cash,10500
1959,16/Dec/2019,KOL12019,KOL1933544,Sofa cum bed,Cash,35143
1960,15/Dec/2019,KOL12019,KOL1967223,Sofa cum bed,Cash,1
1961,15/Dec/2019,KOL12019,KOL1848036,Sofa cum bed,Cash,1
1962,15/Dec/2019,KOL12019,KOL1936485,Sofa cum bed,Cash,1
1963,15/Dec/2019,KOL12019,KOL1971157,Sofa cum bed,Cash,8000
1964,15/Dec/2019,KOL12019,KOL1924228,Sofa cum bed,Cash,1
1965,15/Dec/2019,KOL12019,KOL1918136,Sofa cum bed,Cash,28500
1966,15/Dec/2019,KOL12019,KOL1952415,Sofa cum bed,Cash,1
1967,15/Dec/2019,KOL12019,KOL1986782,Sofa cum bed,Cash,15000
1968,15/Dec/2019,KOL12019,KOL1916838,Sofa cum bed,Cash,22000
1969,15/Dec/2019,KOL12019,KOL1967223,Sofa cum bed,Cash,30000
1970,15/Dec/2019,KOL12019,KOL1918136,Sofa cum bed,Cash,28500
1971,15/Dec/2019,KOL12019,KOL1848036,Sofa cum bed,Cash,1
1972,15/Dec/2019,KOL12019,KOL1918136,Sofa cum bed,Cash,28500
1973,15/Dec/2019,KOL12019,KOL1966851,Sofa cum bed,Cash,20200
1974,15/Dec/2019,KOL12019,KOL1945787,Sofa cum bed,Cash,26000
1975,15/Dec/2019,KOL12019,KOL1952415,Sofa cum bed,Cash,10500
1976,15/Dec/2019,KOL12019,KOL1848036,Sofa cum bed,Cash,25000
1977,15/Dec/2019,KOL12019,KOL1945466,Sofa cum bed,Cash,35030
1978,15/Dec/2019,KOL12019,KOL1972846,Sofa cum bed,Cash,9000
1979,15/Dec/2019,KOL12019,KOL1924228,Sofa cum bed,Cash,8000
1980,14/Dec/2019,KOL12019,KOL1916838,Sofa cum bed,Cash,22000
1981,14/Dec/2019,KOL12019,KOL1988583,Sofa cum bed,Credit Card,28000
1982,13/Dec/2019,KOL12019,KOL1931174,Sofa cum bed,Credit Card,15993
1983,16/Dec/2019,KOL12019,KOL1865628,"Sofa cum bed,Wood  furniture",Cash,6000
1984,24/Dec/2019,KOL12019,KOL1966578,Stain Removers,Cash,2000
1985,23/Dec/2019,KOL12019,KOL1976156,Stain Removers,Cash,1800
1986,16/Dec/2019,KOL12019,KOL1913743,Stain Removers,Cash,4000
1987,25/Dec/2019,KOL12019,KOL1952854,Steam Irons,Cash,3487
1988,25/Dec/2019,KOL12019,KOL1958368,Steam Irons,Cash,2700
1989,25/Dec/2019,KOL12019,KOL1956242,Steam Irons,Credit Card,1300
1990,25/Dec/2019,KOL12019,KOL1900333,Steam Irons,Cash,5800
1991,25/Dec/2019,KOL12019,KOL1976462,Steam Irons,Cash,8990
1992,25/Dec/2019,KOL12019,KOL1900333,Steam Irons,Credit Card,8566
1993,23/Dec/2019,KOL12019,KOL1945831,Steam Irons,Cash,1500
1994,23/Dec/2019,KOL12019,KOL1916468,Steam Irons,Cash,5000
1995,23/Dec/2019,KOL12019,KOL1963817,Steam Irons,Cash,6900
1996,23/Dec/2019,KOL12019,KOL1967816,Steam Irons,Cash,2000
1997,23/Dec/2019,KOL12019,KOL1983255,Steam Irons,Net Banking,1500
1998,23/Dec/2019,KOL12019,KOL1967816,Steam Irons,Cash,1500
1999,23/Dec/2019,KOL12019,KOL1616653,Steam Irons,Cash,3750
2000,23/Dec/2019,KOL12019,KOL1933854,Steam Irons,Cash,1700
2001,23/Dec/2019,KOL12019,KOL1915130,Steam Irons,Cash,1300
2002,23/Dec/2019,KOL12019,KOL1983255,Steam Irons,Net Banking,1500
2003,23/Dec/2019,KOL12019,KOL1945831,Steam Irons,Cash,2000
2004,22/Dec/2019,KOL12019,KOL1984471,Steam Irons,Cash,2850
2005,22/Dec/2019,KOL12019,KOL1975372,Steam Irons,Cash,2850
2006,22/Dec/2019,KOL12019,KOL1975185,Steam Irons,Cash,1700
2007,22/Dec/2019,KOL12019,KOL1987883,Steam Irons,Cash,2750
2008,22/Dec/2019,KOL12019,KOL1936431,Steam Irons,Cash,2804
2009,22/Dec/2019,KOL12019,KOL1934673,Steam Irons,Cash,10000
2010,22/Dec/2019,KOL12019,KOL1951633,Steam Irons,Cash,2500
2011,22/Dec/2019,KOL12019,KOL1951633,Steam Irons,Cash,1700
2012,22/Dec/2019,KOL12019,KOL1913653,Steam Irons,Cash,2850
2013,22/Dec/2019,KOL12019,KOL1926325,Steam Irons,Cash,4800
2014,22/Dec/2019,KOL12019,KOL1975552,Steam Irons,Cash,3850
2015,22/Dec/2019,KOL12019,KOL1853130,Steam Irons,Cash,1700
2016,22/Dec/2019,KOL12019,KOL1962357,Steam Irons,Cash,3400
2017,22/Dec/2019,KOL12019,KOL1984472,Steam Irons,Cash,1000
2018,21/Dec/2019,KOL12019,KOL1942788,Steam Irons,Cash,1500
2019,21/Dec/2019,KOL12019,KOL1925521,Steam Irons,Cash,1800
2020,21/Dec/2019,KOL12019,KOL1987831,Steam Irons,Cash,1500
2021,21/Dec/2019,KOL12019,KOL1923625,Steam Irons,Cash,2850
2022,21/Dec/2019,KOL12019,KOL1947148,Steam Irons,Cash,2800
2023,21/Dec/2019,KOL12019,KOL1984757,Steam Irons,Cash,1700
2024,20/Dec/2019,KOL12019,KOL1965461,Steam Irons,Cash,1700
2025,20/Dec/2019,KOL12019,KOL1962743,Steam Irons,Cash,4500
2026,20/Dec/2019,KOL12019,KOL1965461,Steam Irons,Cash,1700
2027,20/Dec/2019,KOL12019,KOL1977851,Steam Irons,Cash,2600
2028,19/Dec/2019,KOL12019,KOL1933216,Steam Irons,Cash,2900
2029,19/Dec/2019,KOL12019,KOL1945252,Steam Irons,Cash,2000
2030,19/Dec/2019,KOL12019,KOL1963578,Steam Irons,Cash,3000
2031,19/Dec/2019,KOL12019,KOL1964112,Steam Irons,Cash,2050
2032,19/Dec/2019,KOL12019,KOL1985872,Steam Irons,Cash,1400
2033,19/Dec/2019,KOL12019,KOL1982816,Steam Irons,Cash,2200
2034,18/Dec/2019,KOL12019,KOL1956873,Steam Irons,Cash,1700
2035,18/Dec/2019,KOL12019,KOL1965151,Steam Irons,Cash,1700
2036,17/Dec/2019,KOL12019,KOL1923872,Steam Irons,Cash,7850
2037,17/Dec/2019,KOL12019,KOL1972783,Steam Irons,Cash,1300
2038,17/Dec/2019,KOL12019,KOL1976375,Steam Irons,Cash,1600
2039,17/Dec/2019,KOL12019,KOL1962578,Steam Irons,Cash,2650
2040,17/Dec/2019,KOL12019,KOL1966746,Steam Irons,Cash,1500
2041,15/Dec/2019,KOL12019,KOL1946185,Steam Irons,Cash,1500
2042,15/Dec/2019,KOL12019,KOL1934455,Steam Irons,Cash,1500
2043,15/Dec/2019,KOL12019,KOL1921232,Steam Irons,Cash,1700
2044,15/Dec/2019,KOL12019,KOL1941887,Steam Irons,Cash,5160
2045,15/Dec/2019,KOL12019,KOL1841827,Steam Irons,Cash,1500
2046,15/Dec/2019,KOL12019,KOL1967217,Steam Irons,Cash,1700
2047,15/Dec/2019,KOL12019,KOL1964588,Steam Irons,Cash,2600
2048,15/Dec/2019,KOL12019,KOL1962651,Steam Irons,Cash,1700
2049,15/Dec/2019,KOL12019,KOL1832746,Steam Irons,Cash,2850
2050,15/Dec/2019,KOL12019,KOL1963664,Steam Irons,Cash,1200
2051,15/Dec/2019,KOL12019,KOL1963664,Steam Irons,Cash,1200
2052,15/Dec/2019,KOL12019,KOL1917455,Steam Irons,Cash,1000
2053,15/Dec/2019,KOL12019,KOL1932288,Steam Irons,Cash,1700
2054,14/Dec/2019,KOL12019,KOL1927758,Steam Irons,Cash,1300
2055,14/Dec/2019,KOL12019,KOL1913178,Steam Irons,Cash,1500
2056,14/Dec/2019,KOL12019,KOL1972148,Steam Irons,Cash,1500
2057,14/Dec/2019,KOL12019,KOL1972148,Steam Irons,Cash,1500
2058,14/Dec/2019,KOL12019,KOL1854081,Steam Irons,Cash,1300
2059,14/Dec/2019,KOL12019,KOL1935518,Steam Irons,Cash,1500
2060,13/Dec/2019,KOL12019,KOL1928111,Steam Irons,Cash,1500
2061,13/Dec/2019,KOL12019,KOL1987153,Steam Irons,Cash,4850
2062,13/Dec/2019,KOL12019,KOL1976471,Steam Irons,Cash,1150
2063,13/Dec/2019,KOL12019,KOL1923711,Steam Irons,Cash,6230
2064,25/Dec/2019,KOL12019,KOL1975252,Steamer,Cash,2000
2065,25/Dec/2019,KOL12019,KOL1832746,Suits,Cash,6500
2066,25/Dec/2019,KOL12019,KOL1931658,Suits,Cash,13000
2067,25/Dec/2019,KOL12019,KOL1944868,Suits,Cash,1900
2068,25/Dec/2019,KOL12019,KOL1974728,Suits,Cash,5000
2069,25/Dec/2019,KOL12019,KOL1932866,Suits,Cash,390
2070,25/Dec/2019,KOL12019,KOL1967775,Suits,Cash,5000
2071,25/Dec/2019,KOL12019,KOL1984141,Suits,Cash,16500
2072,25/Dec/2019,KOL12019,KOL1928678,Suits,Cash,10000
2073,25/Dec/2019,KOL12019,KOL1931658,Suits,Credit Card,3000
2074,25/Dec/2019,KOL12019,KOL1944868,Suits,Cash,1700
2075,25/Dec/2019,KOL12019,KOL1945128,Suits,Credit Card,1100
2076,25/Dec/2019,KOL12019,KOL1921837,Suits,Cash,5000
2077,25/Dec/2019,KOL12019,KOL1941314,Suits,Cash,6000
2078,25/Dec/2019,KOL12019,KOL1983141,Suits,Cash,6800
2079,25/Dec/2019,KOL12019,KOL1944868,Suits,Cash,6500
2080,25/Dec/2019,KOL12019,KOL1972622,Suits,Cash,5000
2081,25/Dec/2019,KOL12019,KOL1825512,Suits,Cash,5700
2082,25/Dec/2019,KOL12019,KOL1853344,Suits,Cash,6000
2083,25/Dec/2019,KOL12019,KOL1974677,Suits,Cash,10000
2084,25/Dec/2019,KOL12019,KOL1971782,Suits,Cash,2500
2085,25/Dec/2019,KOL12019,KOL1943554,Suits,Cash,13000
2086,24/Dec/2019,KOL12019,KOL1952875,Suits,Cash,12000
2087,24/Dec/2019,KOL12019,KOL1948647,Suits,Cash,3465
2088,24/Dec/2019,KOL12019,KOL1956224,Suits,Cash,5400
2089,24/Dec/2019,KOL12019,KOL1938641,Suits,Cash,7000
2090,24/Dec/2019,KOL12019,KOL1946366,Suits,Cash,110000
2091,24/Dec/2019,KOL12019,KOL1973837,Suits,Cash,2800
2092,24/Dec/2019,KOL12019,KOL1932453,Suits,Cash,500
2093,24/Dec/2019,KOL12019,KOL1981118,Suits,Cash,5000
2094,24/Dec/2019,KOL12019,KOL1926211,Suits,Cash,1500
2095,24/Dec/2019,KOL12019,KOL1952875,Suits,Cash,14700
2096,24/Dec/2019,KOL12019,KOL1976356,Suits,Cash,5000
2097,24/Dec/2019,KOL12019,KOL1975414,Suits,Cash,7000
2098,24/Dec/2019,KOL12019,KOL1956321,Suits,Cash,5000
2099,24/Dec/2019,KOL12019,KOL1923411,Suits,Cash,6200
2100,24/Dec/2019,KOL12019,KOL1946724,Suits,Cash,5200
2101,24/Dec/2019,KOL12019,KOL1912552,Suits,Cash,6000
2102,24/Dec/2019,KOL12019,KOL1953723,Suits,Cash,1800
2103,24/Dec/2019,KOL12019,KOL1981386,Suits,Cash,7000
2104,24/Dec/2019,KOL12019,KOL1974761,Suits,Cash,5000
2105,24/Dec/2019,KOL12019,KOL1981737,Suits,Cash,5200
2106,24/Dec/2019,KOL12019,KOL1185004,Suits,Cash,1200
2107,24/Dec/2019,KOL12019,KOL1911874,Suits,Cash,4000
2108,24/Dec/2019,KOL12019,KOL1913152,Suits,Cash,11300
2109,24/Dec/2019,KOL12019,KOL1975236,Suits,Cash,6000
2110,24/Dec/2019,KOL12019,KOL1974746,Suits,Cash,1740
2111,24/Dec/2019,KOL12019,KOL1917822,Suits,Cash,5200
2112,24/Dec/2019,KOL12019,KOL1964124,Suits,Cash,24500
2113,24/Dec/2019,KOL12019,KOL1934643,Suits,Cash,7900
2114,24/Dec/2019,KOL12019,KOL1961378,Suits,Cash,5500
2115,24/Dec/2019,KOL12019,KOL1801117,Suits,Cash,5700
2116,24/Dec/2019,KOL12019,KOL1967575,Suits,Cash,7000
2117,24/Dec/2019,KOL12019,KOL1937627,Suits,Cash,16200
2118,24/Dec/2019,KOL12019,KOL1962652,Suits,Cash,6000
2119,24/Dec/2019,KOL12019,KOL1934478,Suits,Cash,3600
2120,24/Dec/2019,KOL12019,KOL1938841,Suits,Cash,2500
2121,24/Dec/2019,KOL12019,KOL1977484,Suits,Cash,2300
2122,24/Dec/2019,KOL12019,KOL1983631,Suits,Cash,8000
2123,24/Dec/2019,KOL12019,KOL1988158,Suits,Cash,8000
2124,24/Dec/2019,KOL12019,KOL1973823,Suits,Cash,5050
2125,23/Dec/2019,KOL12019,KOL1975387,Suits,Cash,850
2126,23/Dec/2019,KOL12019,KOL1947747,Suits,Cash,4500
2127,23/Dec/2019,KOL12019,KOL1947528,Suits,Cash,24900
2128,23/Dec/2019,KOL12019,KOL1972635,Suits,Cash,5000
2129,23/Dec/2019,KOL12019,KOL1958561,Suits,Cash,5100
2130,23/Dec/2019,KOL12019,KOL1985818,Suits,Cash,5000
2131,23/Dec/2019,KOL12019,KOL1912274,Suits,Cash,6500
2132,23/Dec/2019,KOL12019,KOL1951323,Suits,Cash,1998
2133,23/Dec/2019,KOL12019,KOL1962761,Suits,Credit Card,5500
2134,23/Dec/2019,KOL12019,KOL1975387,Suits,Cash,3200
2135,23/Dec/2019,KOL12019,KOL1981413,Suits,Credit Card,5000
2136,23/Dec/2019,KOL12019,KOL1981114,Suits,Cash,800
2137,23/Dec/2019,KOL12019,KOL1911887,Suits,Cash,7000
2138,23/Dec/2019,KOL12019,KOL1935385,Suits,Cash,3800
2139,23/Dec/2019,KOL12019,KOL1973816,Suits,Cash,5000
2140,23/Dec/2019,KOL12019,KOL1935372,Suits,Cash,500
2141,23/Dec/2019,KOL12019,KOL1921567,Suits,Cash,7000
2142,23/Dec/2019,KOL12019,KOL1962761,Suits,Credit Card,3200
2143,23/Dec/2019,KOL12019,KOL1926315,Suits,Cash,5000
2144,23/Dec/2019,KOL12019,KOL1925281,Suits,Cash,2500
2145,23/Dec/2019,KOL12019,KOL1946575,Suits,Credit Card,1350
2146,23/Dec/2019,KOL12019,KOL1983414,Suits,Cash,6685
2147,23/Dec/2019,KOL12019,KOL1946652,Suits,Cash,2000
2148,23/Dec/2019,KOL12019,KOL1975387,Suits,Cash,999
2149,23/Dec/2019,KOL12019,KOL1962276,Suits,Cash,3050
2150,23/Dec/2019,KOL12019,KOL1984818,Suits,Cash,11320
2151,23/Dec/2019,KOL12019,KOL1935385,Suits,Cash,2200
2152,23/Dec/2019,KOL12019,KOL1935385,Suits,Cash,4180
2153,23/Dec/2019,KOL12019,KOL1982786,Suits,Cash,1300
2154,23/Dec/2019,KOL12019,KOL1978218,Suits,Cash,10900
2155,23/Dec/2019,KOL12019,KOL1937558,Suits,Credit Card,13000
2156,23/Dec/2019,KOL12019,KOL1954736,Suits,Cash,6000
2157,23/Dec/2019,KOL12019,KOL1942726,Suits,Cash,5000
2158,23/Dec/2019,KOL12019,KOL1832746,Suits,Cash,1000
2159,23/Dec/2019,KOL12019,KOL1987342,Suits,Cash,1500
2160,23/Dec/2019,KOL12019,KOL1964253,Suits,Credit Card,6090
2161,23/Dec/2019,KOL12019,KOL1965348,Suits,Cash,6900
2162,23/Dec/2019,KOL12019,KOL1962761,Suits,Credit Card,950
2163,23/Dec/2019,KOL12019,KOL1926744,Suits,Cash,17758
2164,23/Dec/2019,KOL12019,KOL1981114,Suits,Cash,1000
2165,23/Dec/2019,KOL12019,KOL1963563,Suits,Cash,2400
2166,23/Dec/2019,KOL12019,KOL1616653,Suits,Cash,7000
2167,23/Dec/2019,KOL12019,KOL1981114,Suits,Cash,1500
2168,23/Dec/2019,KOL12019,KOL1837660,Suits,Credit Card,3375
2169,23/Dec/2019,KOL12019,KOL1918624,Suits,Cash,4100
2170,23/Dec/2019,KOL12019,KOL1975387,Suits,Cash,1000
2171,23/Dec/2019,KOL12019,KOL1975387,Suits,Cash,1500
2172,23/Dec/2019,KOL12019,KOL1917872,Suits,Cash,1300
2173,23/Dec/2019,KOL12019,KOL1966425,Suits,Credit Card,6120
2174,23/Dec/2019,KOL12019,KOL1936526,Suits,Cash,500
2175,23/Dec/2019,KOL12019,KOL1955758,Suits,Cash,700
2176,23/Dec/2019,KOL12019,KOL1978324,Suits,Cash,10000
2177,22/Dec/2019,KOL12019,KOL1985346,Suits,Cash,2024
2178,22/Dec/2019,KOL12019,KOL1951214,Suits,Cash,2231
2179,22/Dec/2019,KOL12019,KOL1973552,Suits,Cash,1135
2180,22/Dec/2019,KOL12019,KOL1922118,Suits,Cash,2500
2181,22/Dec/2019,KOL12019,KOL1984663,Suits,Cash,4500
2182,22/Dec/2019,KOL12019,KOL1937425,Suits,Cash,2550
2183,22/Dec/2019,KOL12019,KOL1660677,Suits,Cash,2068
2184,22/Dec/2019,KOL12019,KOL1975372,Suits,Cash,1800
2185,22/Dec/2019,KOL12019,KOL1984474,Suits,Cash,1800
2186,22/Dec/2019,KOL12019,KOL1941825,Suits,Cash,1700
2187,22/Dec/2019,KOL12019,KOL1945732,Suits,Cash,7725
2188,22/Dec/2019,KOL12019,KOL1975137,Suits,Cash,3000
2189,22/Dec/2019,KOL12019,KOL1966311,Suits,Cash,7100
2190,22/Dec/2019,KOL12019,KOL1938345,Suits,Cash,11500
2191,22/Dec/2019,KOL12019,KOL1632384,Suits,Cash,5500
2192,22/Dec/2019,KOL12019,KOL1965441,Suits,Cash,4400
2193,22/Dec/2019,KOL12019,KOL1838227,Suits,Cash,5000
2194,22/Dec/2019,KOL12019,KOL1947636,Suits,Cash,2000
2195,22/Dec/2019,KOL12019,KOL1951654,Suits,Cash,7000
2196,22/Dec/2019,KOL12019,KOL1986748,Suits,Cash,1000
2197,22/Dec/2019,KOL12019,KOL1912528,Suits,Cash,5200
2198,22/Dec/2019,KOL12019,KOL1914338,Suits,Cash,9600
2199,22/Dec/2019,KOL12019,KOL1954817,Suits,Cash,5250
2200,22/Dec/2019,KOL12019,KOL1926832,Suits,Cash,1600
2201,22/Dec/2019,KOL12019,KOL1937425,Suits,Cash,51500
2202,22/Dec/2019,KOL12019,KOL1974888,Suits,Cash,1850
2203,22/Dec/2019,KOL12019,KOL1975552,Suits,Cash,1260
2204,22/Dec/2019,KOL12019,KOL1984471,Suits,Cash,7500
2205,22/Dec/2019,KOL12019,KOL1956183,Suits,Cash,16500
2206,22/Dec/2019,KOL12019,KOL1968268,Suits,Cash,4000
2207,22/Dec/2019,KOL12019,KOL1961532,Suits,Cash,2955
2208,22/Dec/2019,KOL12019,KOL1987321,Suits,Cash,2000
2209,22/Dec/2019,KOL12019,KOL1937845,Suits,Cash,2500
2210,22/Dec/2019,KOL12019,KOL1978737,Suits,Cash,4800
2211,22/Dec/2019,KOL12019,KOL1953838,Suits,Cash,1000
2212,22/Dec/2019,KOL12019,KOL1124803,Suits,Cash,1000
2213,22/Dec/2019,KOL12019,KOL1921426,Suits,Cash,6300
2214,22/Dec/2019,KOL12019,KOL1933506,Suits,Cash,3000
2215,22/Dec/2019,KOL12019,KOL1968654,Suits,Cash,8000
2216,22/Dec/2019,KOL12019,KOL1937223,Suits,Cash,10000
2217,22/Dec/2019,KOL12019,KOL1928138,Suits,Cash,3000
2218,22/Dec/2019,KOL12019,KOL1951633,Suits,Cash,1200
2219,22/Dec/2019,KOL12019,KOL1935613,Suits,Cash,16000
2220,22/Dec/2019,KOL12019,KOL1957117,Suits,Cash,10150
2221,22/Dec/2019,KOL12019,KOL1922726,Suits,Cash,3000
2222,22/Dec/2019,KOL12019,KOL1933412,Suits,Cash,2000
2223,22/Dec/2019,KOL12019,KOL1916151,Suits,Cash,7000
2224,22/Dec/2019,KOL12019,KOL1914577,Suits,Cash,2500
2225,22/Dec/2019,KOL12019,KOL1936652,Suits,Cash,2390
