Sr. No.,Date,ExhibitionId,Products,Mega Consumer Card No.,Payment Mode,Amount
1894,15-Dec-18,KOL12018,"Furniture,Spring & Orthopetic Mattress",KOL1927482,Cash,5050
1895,15-Dec-18,KOL12018,"Furniture,Spring & Orthopetic Mattress",KOL1906314,Cash,62000
1896,17-Dec-18,KOL12018,Gift product,KOL1983571,Credit Card,900
1897,15-Dec-18,KOL12018,Gift product,KOL1911221,Cash,6700
1898,15-Dec-18,KOL12018,Gift product,KOL1121117,Cash,2473
1899,25-Dec-18,KOL12018,gym products,KOL1957151,Cash,6600
1900,24-Dec-18,KOL12018,gym products,KOL1974514,Cash,7000
1901,23-Dec-18,KOL12018,gym products,KOL1915642,Cash,5200
1902,21-Dec-18,KOL12018,gym products,KOL1924111,Cash,1500
1903,13-Dec-18,KOL12018,gym products,KOL1921817,Credit Card,3500
1904,18-Dec-18,KOL12018,gym products,KOL1972627,Cash,3300
1905,25-Dec-18,KOL12018,gym products,KOL1932158,Cash,1500
1906,22-Dec-18,KOL12018,gym products,KOL1914865,Cash,3000
1907,24-Dec-18,KOL12018,gym products,KOL1952638,Cash,2500
1908,21-Dec-18,KOL12018,gym products,KOL1911520,Cash,5500
1909,23-Dec-18,KOL12018,gym products,KOL1914845,Cash,6200
1910,19-Dec-18,KOL12018,gym products,KOL1955264,Cash,5500
1911,17-Dec-18,KOL12018,gym products,KOL1924731,Cash,170000
1912,17-Dec-18,KOL12018,gym products,KOL1154756,Cash,5000
1913,23-Dec-18,KOL12018,gym products,KOL1927610,Cash,5000
1914,20-Dec-18,KOL12018,gym products,KOL1961803,Cash,1500
1915,16-Dec-18,KOL12018,gym products,KOL1985221,Cash,7500
1916,25-Dec-18,KOL12018,gym products,KOL1936316,Cash,4500
1917,15-Dec-18,KOL12018,gym products,KOL1942562,Cash,5000
1918,16-Dec-18,KOL12018,gym products,KOL1943066,Cash,12000
1919,16-Dec-18,KOL12018,gym products,KOL1900073,Cash,7900
1920,24-Dec-18,KOL12018,gym products,KOL1925486,Credit Card,3500
1921,23-Dec-18,KOL12018,gym products,KOL1904865,Cash,2000
1922,22-Dec-18,KOL12018,gym products,KOL1925614,Cash,6100
1923,21-Dec-18,KOL12018,gym products,KOL1931234,Cash,3050
1924,21-Dec-18,KOL12018,gym products,KOL1973850,Cash,2000
1925,20-Dec-18,KOL12018,gym products,KOL1945723,Cash,4000
1926,21-Dec-18,KOL12018,gym products,KOL1954100,Cash,49000
1927,22-Dec-18,KOL12018,gym products,KOL1955101,Cash,5850
1928,21-Dec-18,KOL12018,gym products,KOL1943066,Cash,18900
1929,21-Dec-18,KOL12018,gym products,KOL1971807,Cash,6000
1930,17-Dec-18,KOL12018,gym products,KOL1973381,Cash,1500
1931,25-Dec-18,KOL12018,gym products,KOL1940635,Credit Card,25900
1932,25-Dec-18,KOL12018,gym products,KOL1963548,Cash,6500
1933,17-Dec-18,KOL12018,gym products,KOL1950023,Cash,2000
1934,23-Dec-18,KOL12018,gym products,KOL1987526,Credit Card,25000
1935,22-Dec-18,KOL12018,gym products,KOL1976863,Cash,6200
1936,22-Dec-18,KOL12018,gym products,KOL1915465,Cash,3500
1937,22-Dec-18,KOL12018,gym products,KOL1922012,Cash,6500
1938,19-Dec-18,KOL12018,gym products,KOL1983660,Cash,4000
1939,25-Dec-18,KOL12018,gym products,KOL1971204,Cash,13000
1940,25-Dec-18,KOL12018,gym products,KOL1901766,Credit Card,25900
1941,25-Dec-18,KOL12018,gym products,KOL1974035,Cash,3500
1942,15-Dec-18,KOL12018,gym products,KOL1970748,Credit Card,5000
1943,22-Dec-18,KOL12018,gym products,KOL1914756,Cash,6000
1944,20-Dec-18,KOL12018,gym products,KOL1988258,Credit Card,5000
1945,22-Dec-18,KOL12018,gym products,KOL1902001,Cash,3500
1946,22-Dec-18,KOL12018,gym products,KOL1984654,Credit Card,2000
1947,22-Dec-18,KOL12018,gym products,KOL1931648,Cash,8000
1948,15-Dec-18,KOL12018,gym products,KOL1966710,Credit Card,2500
1949,25-Dec-18,KOL12018,gym products,KOL1981518,Cash,3000
1950,25-Dec-18,KOL12018,gym products,KOL1986534,Cash,5000
1951,25-Dec-18,KOL12018,gym products,KOL1944474,Cash,5500
1952,24-Dec-18,KOL12018,gym products,KOL1955547,Cash,3000
1953,24-Dec-18,KOL12018,gym products,KOL1952341,Cash,4000
1954,17-Dec-18,KOL12018,gym products,KOL1927200,Cash,2000
1955,13-Dec-18,KOL12018,gym products,KOL1932124,Cash,7100
1956,17-Dec-18,KOL12018,gym products,KOL1960534,Cash,5820
1957,23-Dec-18,KOL12018,gym products,KOL1914254,Cash,5000
1958,15-Dec-18,KOL12018,gym products,KOL1975816,Cash,14500
1959,18-Dec-18,KOL12018,gym products,KOL1970050,Cash,2650
1960,20-Dec-18,KOL12018,gym products,KOL1903512,Cash,4500
1961,18-Dec-18,KOL12018,gym products,KOL1906674,Cash,3000
1962,18-Dec-18,KOL12018,gym products,KOL1987848,Cash,4000
1963,22-Dec-18,KOL12018,gym products,KOL1973114,Credit Card,5000
1964,25-Dec-18,KOL12018,gym products,KOL1972768,Cash,3000
1965,20-Dec-18,KOL12018,gym products,KOL1906674,Cash,3000
1966,14-Dec-18,KOL12018,gym products,KOL1971023,Cash,5000
1967,14-Dec-18,KOL12018,gym products,KOL1927013,Cash,3200
1968,14-Dec-18,KOL12018,gym products,KOL1963242,Cash,5500
1969,14-Dec-18,KOL12018,gym products,KOL1963242,Cash,5500
1970,18-Dec-18,KOL12018,gym products,KOL1965102,Cash,3400
1971,18-Dec-18,KOL12018,gym products,KOL1958224,Cash,2000
1972,18-Dec-18,KOL12018,gym products,KOL1905680,Cash,5000
1973,23-Dec-18,KOL12018,gym products,KOL1967461,Net Banking,2200
1974,23-Dec-18,KOL12018,gym products,KOL1962054,Credit Card,185000
1975,23-Dec-18,KOL12018,gym products,KOL1180743,Cash,47500
1976,19-Dec-18,KOL12018,gym products,KOL1922631,Cash,38000
1977,23-Dec-18,KOL12018,Hair bands,KOL1936824,Cash,2600
1978,25-Dec-18,KOL12018,"Hair bands,Cotton/Silk,Necklace",KOL1954074,Cash,7000
1979,25-Dec-18,KOL12018,handloom,KOL1935418,Cash,6500
1980,25-Dec-18,KOL12018,handloom,KOL1926081,Cash,500
1981,25-Dec-18,KOL12018,handloom,KOL1912871,Cash,6000
1982,25-Dec-18,KOL12018,handloom,KOL1971886,Credit Card,1000
1983,15-Dec-18,KOL12018,handloom,KOL1912871,Cash,6000
1984,20-Dec-18,KOL12018,handloom,KOL1931813,Cash,500
1985,20-Dec-18,KOL12018,handloom,KOL1926568,Cash,5500
1986,19-Dec-18,KOL12018,handloom,KOL1935013,Cash,7100
1987,22-Dec-18,KOL12018,handloom,KOL1988010,Cash,7500
1988,25-Dec-18,KOL12018,handloom,KOL1966344,Cash,6800
1989,19-Dec-18,KOL12018,handloom,KOL1975026,Credit Card,2400
1990,14-Dec-18,KOL12018,handloom,KOL1937526,Cash,600
1991,17-Dec-18,KOL12018,handloom,KOL1933344,Cash,6000
1992,24-Dec-18,KOL12018,handloom,KOL1916275,Cash,500
1993,23-Dec-18,KOL12018,handloom,KOL1974735,Cash,600
1994,23-Dec-18,KOL12018,healthacare products,KOL1965736,Cash,5100
1995,23-Dec-18,KOL12018,HealthCare,KOL1982653,Cash,20000
1996,17-Dec-18,KOL12018,HealthCare,KOL1952715,Cash,15000
1997,15-Dec-18,KOL12018,HealthCare,KOL1926432,Cash,23000
1998,15-Dec-18,KOL12018,HealthCare,KOL1984064,Cash,1200
1999,15-Dec-18,KOL12018,HealthCare,KOL1917633,Cash,18000
2000,16-Dec-18,KOL12018,HealthCare,KOL1956070,Credit Card,20000
2001,16-Dec-18,KOL12018,HealthCare,KOL1968600,Credit Card,21000
2002,16-Dec-18,KOL12018,HealthCare,KOL1924111,Credit Card,21000
2003,14-Dec-18,KOL12018,HealthCare,KOL1966072,Cash,26000
2004,24-Dec-18,KOL12018,HealthCare,KOL1958641,Cash,20500
2005,22-Dec-18,KOL12018,HealthCare,KOL1970714,Credit Card,20000
2006,22-Dec-18,KOL12018,HealthCare,KOL1913558,Cash,20000
2007,23-Dec-18,KOL12018,HealthCare,KOL1943772,Cash,25000
2008,25-Dec-18,KOL12018,HealthCare,KOL1974518,Cash,20000
2009,24-Dec-18,KOL12018,HealthCare,KOL1940253,Credit Card,20000
2010,25-Dec-18,KOL12018,HealthCare,KOL1986257,Cash,25000
2011,15-Dec-18,KOL12018,HealthCare,KOL1934507,Cash,20000
2012,15-Dec-18,KOL12018,HealthCare,KOL1903552,Cash,11000
2013,19-Dec-18,KOL12018,HealthCare,KOL1917815,Cash,11000
2014,19-Dec-18,KOL12018,HealthCare,KOL1995435,Cash,6000
2015,15-Dec-18,KOL12018,HealthCare,KOL1936070,Net Banking,25000
2016,17-Dec-18,KOL12018,HealthCare,KOL1976324,Cash,1500
2017,24-Dec-18,KOL12018,HealthCare,KOL1943772,Cash,25000
2018,20-Dec-18,KOL12018,Home Appliances,KOL1942885,Cash,1000
2019,16-Dec-18,KOL12018,Home Appliances,KOL1977665,Cash,1000
2020,16-Dec-18,KOL12018,Home Appliances,KOL1926427,Cash,1700
2021,14-Dec-18,KOL12018,Home Appliances,KOL1934063,Cash,1300
2022,21-Dec-18,KOL12018,Home Appliances,KOL1155808,Credit Card,1650
2023,23-Dec-18,KOL12018,Home Appliances,KOL1963347,Credit Card,2400
2024,13-Dec-18,KOL12018,Home Appliances,KOL1918766,Cash,700
2025,13-Dec-18,KOL12018,Home Appliances,KOL1986111,Credit Card,1650
2026,13-Dec-18,KOL12018,Home Appliances,KOL1987646,Cash,1500
2027,13-Dec-18,KOL12018,Home Appliances,KOL1968211,Cash,5600
2028,21-Dec-18,KOL12018,Home Appliances,KOL1927243,Credit Card,2250
2029,18-Dec-18,KOL12018,Home Appliances,KOL1986111,Cash,2250
2030,16-Dec-18,KOL12018,Home Appliances,KOL1938462,Cash,2480
2031,16-Dec-18,KOL12018,Home Appliances,KOL1932445,Cash,800
2032,19-Dec-18,KOL12018,Home Appliances,KOL1908584,Cash,5450
2033,21-Dec-18,KOL12018,Home Appliances,KOL1952528,Credit Card,3000
2034,21-Dec-18,KOL12018,Home Appliances,KOL1964434,Cash,1100
2035,25-Dec-18,KOL12018,Home Appliances,KOL1937576,Credit Card,3000
2036,20-Dec-18,KOL12018,Home Appliances,KOL1941221,Cash,2000
2037,14-Dec-18,KOL12018,Home Appliances,KOL1937878,Cash,3100
2038,21-Dec-18,KOL12018,Home Appliances,KOL1930360,Cash,5488
2039,22-Dec-18,KOL12018,Home Appliances,KOL1973850,Cash,580
2040,21-Dec-18,KOL12018,Home Appliances,KOL1958744,Cash,5000
2041,21-Dec-18,KOL12018,Home Appliances,KOL1904435,Cash,2100
2042,25-Dec-18,KOL12018,Home Appliances,KOL1944353,Cash,600
2043,23-Dec-18,KOL12018,Home Appliances,KOL1944676,Cash,3500
2044,23-Dec-18,KOL12018,Home Appliances,KOL1946602,Cash,3000
2045,13-Dec-18,KOL12018,Home Appliances,KOL1904435,Cash,700
2046,25-Dec-18,KOL12018,Home Appliances,KOL1914425,Cash,850
2047,25-Dec-18,KOL12018,Home Appliances,KOL1942672,Net Banking,6940
2048,23-Dec-18,KOL12018,Home Appliances,KOL1912362,Cash,2750
2049,23-Dec-18,KOL12018,Home Appliances,KOL1935816,Cash,2000
2050,25-Dec-18,KOL12018,Home Appliances,KOL1968833,Cash,1600
2051,22-Dec-18,KOL12018,Home Appliances,KOL1901571,Cash,2100
2052,22-Dec-18,KOL12018,Home Appliances,KOL1944676,Cash,2750
2053,22-Dec-18,KOL12018,Home Appliances,KOL1960420,Credit Card,700
2054,15-Dec-18,KOL12018,Home Appliances,KOL1983242,Cash,5000
2055,15-Dec-18,KOL12018,Home Appliances,KOL1975062,Credit Card,890
2056,13-Dec-18,KOL12018,Home Appliances,KOL1935185,Cash,6000
2057,21-Dec-18,KOL12018,Home Appliances,KOL1983850,Cash,1490
2058,25-Dec-18,KOL12018,Home Appliances,KOL1975062,Credit Card,2200
2059,19-Dec-18,KOL12018,Home Appliances,KOL1952622,Cash,1300
2060,19-Dec-18,KOL12018,Home Appliances,KOL1925514,Cash,2500
2061,19-Dec-18,KOL12018,Home Appliances,KOL1972856,Cash,2800
2062,19-Dec-18,KOL12018,Iron box lights,KOL1976247,Credit Card,3100
2063,19-Dec-18,KOL12018,Iron box lights,KOL1922006,Cash,5400
2064,19-Dec-18,KOL12018,Iron box lights,KOL1957288,Credit Card,15000
2065,19-Dec-18,KOL12018,Iron box lights,KOL1922432,Cash,18000
2066,15-Dec-18,KOL12018,Iron box lights,KOL1943755,Cash,10000
2067,22-Dec-18,KOL12018,Iron box lights,KOL1911037,Cash,20000
2068,23-Dec-18,KOL12018,Jamdani Saree,KOL1952428,Cash,3600
2069,25-Dec-18,KOL12018,Jamdani Saree,KOL1915953,Cash,10000
2070,13-Dec-18,KOL12018,Jamdani Saree,KOL1907030,Cash,3500
2071,22-Dec-18,KOL12018,Jamdani Saree,KOL191672,Cash,20000
2072,19-Dec-18,KOL12018,Jamdani Saree,KOL1911842,Cash,9800
2073,19-Dec-18,KOL12018,Jamdani Saree,KOL1904865,Cash,2800
2074,25-Dec-18,KOL12018,Jamdani Saree,KOL1945510,Credit Card,5000
2075,25-Dec-18,KOL12018,Jamdani Saree,KOL1982625,Cash,1500
2076,22-Dec-18,KOL12018,Jamdani Saree,KOL1935553,Credit Card,7000
2077,22-Dec-18,KOL12018,Jamdani Saree,KOL1934835,Cash,2600
2078,16-Dec-18,KOL12018,Jamdani Saree,KOL1980312,Cash,1000
2079,15-Dec-18,KOL12018,Jamdani Saree,KOL1934835,Cash,2200
2080,15-Dec-18,KOL12018,Jamdani Saree,KOL1936588,Cash,1700
2081,24-Dec-18,KOL12018,Jamdani Saree,KOL1927200,Cash,2000
2082,22-Dec-18,KOL12018,Jamdani Saree,KOL1930210,Cash,10000
2083,23-Dec-18,KOL12018,Jamdani Saree,KOL1945337,Cash,14400
2084,23-Dec-18,KOL12018,Jamdani Saree,KOL1950873,Cash,5000
2085,23-Dec-18,KOL12018,Jamdani Saree,KOL1937438,Cash,2900
2086,23-Dec-18,KOL12018,Jamdani Saree,KOL1980278,Cash,800
2087,25-Dec-18,KOL12018,Jamdani Saree,KOL1948300,Cash,6000
2088,21-Dec-18,KOL12018,Kitchen appliances,KOL1977687,Cash,500
2089,22-Dec-18,KOL12018,Kitchen appliances,KOL1921167,Cash,2700
2090,15-Dec-18,KOL12018,Kitchen appliances,KOL1926427,Cash,750
2091,13-Dec-18,KOL12018,Kitchen appliances,KOL1924855,Cash,400
2092,24-Dec-18,KOL12018,Kitchen appliances,KOL1932637,Cash,26605
2093,23-Dec-18,KOL12018,Kitchen appliances,KOL1988855,Cash,400
2094,24-Dec-18,KOL12018,Kitchen appliances,KOL1950646,Cash,600
2095,25-Dec-18,KOL12018,Kitchen appliances,KOL1924823,Cash,500
2096,22-Dec-18,KOL12018,Kitchen appliances,KOL1980658,Cash,600
2097,24-Dec-18,KOL12018,Kitchen appliances,KOL1979711,Credit Card,1600
2098,25-Dec-18,KOL12018,Kitchen appliances,KOL1937526,Cash,3000
2099,25-Dec-18,KOL12018,Kitchen appliances,KOL1906145,Cash,1000
2100,25-Dec-18,KOL12018,Kitchen appliances,KOL1950023,Cash,3000
2101,23-Dec-18,KOL12018,Kitchen appliances,KOL1903257,Cash,1750
2102,14-Dec-18,KOL12018,Kitchen appliances,KOL1957070,Cash,1900
2103,18-Dec-18,KOL12018,Kitchen appliances,KOL1944676,Cash,600
2104,14-Dec-18,KOL12018,Kitchen appliances,KOL1973850,Cash,2500
2105,23-Dec-18,KOL12018,Kitchen appliances,KOL1948403,Cash,6700
2106,15-Dec-18,KOL12018,Kitchen appliances,KOL1902486,Cash,16700
2107,15-Dec-18,KOL12018,Kitchen appliances,KOL1955001,Cash,500
2108,18-Dec-18,KOL12018,Kitchen appliances,KOL1928611,Cash,550
2109,18-Dec-18,KOL12018,Kitchen appliances,KOL1913544,Cash,3500
2110,18-Dec-18,KOL12018,Kitchen appliances,KOL1964536,Cash,1500
2111,18-Dec-18,KOL12018,Kitchen appliances,KOL1937444,Net Banking,5850
2112,18-Dec-18,KOL12018,Kitchen appliances,KOL1908023,Cash,7000
2113,18-Dec-18,KOL12018,Kitchen appliances,KOL1968833,Cash,400
2114,22-Dec-18,KOL12018,Kitchen appliances,KOL1930467,Cash,900
2115,21-Dec-18,KOL12018,Kitchen appliances,KOL1940066,Cash,3000
2116,25-Dec-18,KOL12018,Kitchen appliances,KOL1917843,Cash,5500
2117,25-Dec-18,KOL12018,Kitchen appliances,KOL1945161,Cash,5000
2118,22-Dec-18,KOL12018,Kitchen appliances,KOL1936588,Cash,1100
2119,15-Dec-18,KOL12018,Kitchen appliances,KOL1910720,Cash,1500
2120,22-Dec-18,KOL12018,Kitchen appliances,KOL1947240,Credit Card,2000
2121,20-Dec-18,KOL12018,Kitchen appliances,KOL1926475,Cash,3500
2122,23-Dec-18,KOL12018,Kitchen appliances,KOL1916255,Cash,1000
2123,18-Dec-18,KOL12018,"Kitchen appliances,Home Appliances",KOL1915747,Cash,13000
2124,25-Dec-18,KOL12018,"Kitchen appliances,Home Appliances",KOL1942141,Cash,7000
2125,18-Dec-18,KOL12018,Kurta,KOL1973184,Cash,1500
2126,25-Dec-18,KOL12018,Kurta,KOL1927200,Cash,5500
2127,25-Dec-18,KOL12018,Kurta,KOL1967672,Cash,2100
2128,15-Dec-18,KOL12018,Kurta,KOL1930002,Cash,5400
2129,22-Dec-18,KOL12018,Kurta,KOL1937516,Cash,5000
2130,15-Dec-18,KOL12018,Kurta,KOL1952587,Cash,2700
2131,15-Dec-18,KOL12018,Kurta,KOL1988855,Cash,1200
2132,25-Dec-18,KOL12018,Kurta,KOL1945732,Cash,5780
2133,25-Dec-18,KOL12018,Kurta,KOL1972740,Cash,1700
2134,25-Dec-18,KOL12018,Kurta,KOL1968021,Credit Card,2500
2135,25-Dec-18,KOL12018,Kurta,KOL1935303,Credit Card,2100
2136,25-Dec-18,KOL12018,Kurta,KOL1950265,Cash,5200
2137,25-Dec-18,KOL12018,Kurta,KOL1912425,Cash,1000
2138,25-Dec-18,KOL12018,Kurta,KOL1906145,Cash,1200
2139,25-Dec-18,KOL12018,Kurta,KOL1914154,Cash,700
2140,22-Dec-18,KOL12018,Kurta,KOL1984425,Cash,6050
2141,20-Dec-18,KOL12018,Kurta,KOL1926827,Cash,1900
2142,24-Dec-18,KOL12018,Kurta,KOL1977614,Cash,3200
2143,24-Dec-18,KOL12018,Kurta,KOL1927200,Cash,4000
2144,24-Dec-18,KOL12018,Kurta,KOL1986428,Cash,6400
2145,17-Dec-18,KOL12018,Kurta,KOL1936588,Cash,1200
2146,20-Dec-18,KOL12018,Kurta,KOL1940278,Credit Card,5100
2147,18-Dec-18,KOL12018,Kurta,KOL1903285,Credit Card,1300
2148,24-Dec-18,KOL12018,Kurta,KOL1904656,Cash,1000
2149,24-Dec-18,KOL12018,"Kurta, Dressmaterial,Sarees,Suits",KOL1931234,Cash,2200
2150,25-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1962181,Cash,1600
2151,25-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1923223,Cash,5000
2152,16-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1921167,Cash,2500
2153,16-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1963941,Credit Card,2000
2154,20-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1915237,Credit Card,1500
2155,22-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1987242,Cash,5500
2156,15-Dec-18,KOL12018,"Kurta,Belt,Wallet,Salwar",KOL1961766,Cash,2000
2157,25-Dec-18,KOL12018,"Kurta,Duppatta",KOL1907565,Cash,1050
2158,25-Dec-18,KOL12018,"Kurta,Salwar",KOL1907867,Cash,5000
2159,21-Dec-18,KOL12018,"Kurta,Salwar",KOL1966710,Cash,4500
2160,21-Dec-18,KOL12018,"Kurta,Salwar",KOL1948585,Cash,2800
2161,21-Dec-18,KOL12018,Leather bags,KOL1987840,Cash,4200
2162,22-Dec-18,KOL12018,Leather bags,KOL1964623,Credit Card,3000
2163,18-Dec-18,KOL12018,Leather bags,KOL1942263,Credit Card,3500
2164,15-Dec-18,KOL12018,Leather bags,KOL1915274,Cash,2400
2165,15-Dec-18,KOL12018,Leather bags,KOL1948382,Credit Card,2200
2166,15-Dec-18,KOL12018,Leather bags,KOL1941010,Cash,4490
2167,15-Dec-18,KOL12018,Leather bags,KOL1922012,Cash,950
2168,22-Dec-18,KOL12018,Leather bags,KOL1917165,Credit Card,5700
2169,20-Dec-18,KOL12018,Massager,KOL1977687,Cash,3200
2170,20-Dec-18,KOL12018,Massager,KOL1966874,Cash,3200
2171,20-Dec-18,KOL12018,Massager,KOL1902487,Cash,5200
2172,25-Dec-18,KOL12018,Massager,KOL1952800,Cash,5000
2173,16-Dec-18,KOL12018,Massager,KOL1952800,Cash,4500
2174,16-Dec-18,KOL12018,Massager,KOL1935858,Cash,5500
2175,15-Dec-18,KOL12018,Massager,KOL1951216,Cash,6000
2176,15-Dec-18,KOL12018,Massager,KOL1936826,Cash,5000
2177,15-Dec-18,KOL12018,Massager,KOL1982732,Credit Card,2500
2178,18-Dec-18,KOL12018,Massager,KOL1938555,Cash,5500
2179,18-Dec-18,KOL12018,Massager,KOL1975026,Cash,500
2180,18-Dec-18,KOL12018,Massager,KOL1901571,Cash,2500
2181,23-Dec-18,KOL12018,Massager,KOL1965141,Cash,2400
2182,20-Dec-18,KOL12018,Massager,KOL1948808,Cash,4500
2183,18-Dec-18,KOL12018,Massager,KOL1950241,Cash,6000
2184,18-Dec-18,KOL12018,Massager,KOL1922328,Cash,10000
2185,18-Dec-18,KOL12018,Massager,KOL1913632,Cash,1500
2186,13-Dec-18,KOL12018,Massager,KOL1995136,Cash,1600
2187,13-Dec-18,KOL12018,Massager,KOL1973308,Credit Card,1500
2188,25-Dec-18,KOL12018,Massager,KOL1984247,Cash,2000
2189,25-Dec-18,KOL12018,Mattress,KOL1984727,Cash,1400
2190,13-Dec-18,KOL12018,Mattress,KOL1972641,Cash,1800
2191,24-Dec-18,KOL12018,Mattress,KOL1958143,Cash,10200
2192,22-Dec-18,KOL12018,Mattress,KOL1938213,Cash,4000
2193,15-Dec-18,KOL12018,Mattress,KOL1936115,Cash,12600
2194,15-Dec-18,KOL12018,"Mattress,Spring & Orthopetic Mattress",KOL1973361,Credit Card,6500
2195,15-Dec-18,KOL12018,"Mattress,Spring & Orthopetic Mattress",KOL1971311,Cash,5500
2196,21-Dec-18,KOL12018,"Mattress,Spring & Orthopetic Mattress",KOL1970486,Credit Card,72400
2197,19-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1962181,Cash,800
2198,19-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1950667,Cash,7000
2199,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1904578,Cash,1900
2200,16-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1906145,Cash,1500
2201,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1986887,Cash,2000
2202,14-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1947603,Cash,2050
2203,20-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1905087,Cash,1600
2204,21-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1904122,Cash,400
2205,14-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1911237,Cash,2700
2206,23-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1964337,Cash,1500
2207,21-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1943446,Cash,1700
2208,18-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1978255,Cash,1700
2209,25-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1903285,Cash,400
2210,25-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1951680,Cash,4500
2211,25-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1966345,Cash,1500
2212,19-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1986105,Cash,700
2213,20-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1973082,Cash,2000
2214,23-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1945606,Cash,5040
2215,22-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1910307,Cash,800
2216,22-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1976418,Cash,3400
2217,22-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1912315,Cash,3000
2218,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1975680,Cash,2200
2219,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1956032,Cash,3000
2220,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1995136,Cash,580
2221,15-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1941014,Cash,5950
2222,15-Dec-18,KOL12018,milk powder,KOL1934063,Cash,600
2223,15-Dec-18,KOL12018,milk powder,KOL1941221,Cash,2000
2224,17-Dec-18,KOL12018,Mirror,KOL1926468,Cash,15200
2225,22-Dec-18,KOL12018,Mirror,KOL1977457,Cash,11200
2226,18-Dec-18,KOL12018,Mirror,KOL1971327,Cash,17000
2227,21-Dec-18,KOL12018,Mirror,KOL1987766,Cash,12000
2228,22-Dec-18,KOL12018,Mirror,KOL1940468,Cash,5200
2229,22-Dec-18,KOL12018,Mirror,KOL1902388,Cash,6500
2230,15-Dec-18,KOL12018,Mirror,KOL1982857,Cash,5200
2231,15-Dec-18,KOL12018,Mirror,KOL1916711,Cash,11000
2232,20-Dec-18,KOL12018,Mirror,KOL1923121,Cash,8000
2233,20-Dec-18,KOL12018,Mirror,KOL1916711,Cash,11000
2234,25-Dec-18,KOL12018,Mirror,KOL1932735,Cash,6000
2235,25-Dec-18,KOL12018,Mirror,KOL1936824,Cash,5200
2236,25-Dec-18,KOL12018,Mirror,KOL1953822,Cash,7500
2237,24-Dec-18,KOL12018,Mirror,KOL1934452,Cash,8000
2238,22-Dec-18,KOL12018,Mirror,KOL1952573,Cash,5000
2239,15-Dec-18,KOL12018,Modular Kitchen,KOL1987622,Cash,54399
2240,20-Dec-18,KOL12018,Modular Kitchen,KOL1970610,Cash,6000
2241,22-Dec-18,KOL12018,Modular Kitchen,KOL1968654,Cash,64000
2242,16-Dec-18,KOL12018,Modular Kitchen,KOL1901126,Cash,52400
2243,21-Dec-18,KOL12018,Modular Kitchen,KOL1901324,Cash,35000
2244,21-Dec-18,KOL12018,Modular Kitchen,KOL1934063,Cash,52000
2245,13-Dec-18,KOL12018,Modular Kitchen,KOL1912454,Cash,74975
2246,24-Dec-18,KOL12018,Modular Kitchen,KOL1974745,Cash,38180
2247,15-Dec-18,KOL12018,Modular Kitchen,KOL1942254,Credit Card,14500
2248,16-Dec-18,KOL12018,Modular Kitchen,KOL1953713,Cash,103721
2249,16-Dec-18,KOL12018,Modular Kitchen,KOL1950686,Cash,38750
2250,16-Dec-18,KOL12018,Modular Kitchen,KOL1915452,Cash,14000
2251,24-Dec-18,KOL12018,Modular Kitchen,KOL1965745,Cash,5087
2252,24-Dec-18,KOL12018,Modular Kitchen,KOL1944676,Cash,2450
2253,21-Dec-18,KOL12018,Modular Kitchen,KOL1910207,Cash,2000
2254,21-Dec-18,KOL12018,Modular Kitchen,KOL1957752,Cash,13000
2255,21-Dec-18,KOL12018,Modular Kitchen,KOL1957752,Cash,56000
2256,23-Dec-18,KOL12018,Modular Kitchen,KOL1918783,Cash,4000
2257,23-Dec-18,KOL12018,Modular Kitchen,KOL1953404,Cash,44828
